Dataset,Seed,Method,Class,Support,Precision,Recall,F1
CICIDS2017-7group,11,Optimized Gated AE-T,BENIGN,600,67.42081447963801,74.5,70.78384798099762
CICIDS2017-7group,11,Optimized Gated AE-T,Bot/Infiltration,598,82.51445086705202,95.48494983277592,88.52713178294573
CICIDS2017-7group,11,Optimized Gated AE-T,Brute Force,600,90.8141962421712,72.5,80.63021316033364
CICIDS2017-7group,11,Optimized Gated AE-T,DDoS,600,93.33333333333331,95.66666666666669,94.48559670781891
CICIDS2017-7group,11,Optimized Gated AE-T,DoS,600,93.43339587242026,83.0,87.90820829655782
CICIDS2017-7group,11,Optimized Gated AE-T,PortScan,600,89.26746166950596,87.33333333333333,88.28980623420387
CICIDS2017-7group,11,Optimized Gated AE-T,Web Attack,202,80.95238095238095,92.57425742574256,86.37413394919169
CICIDS2017-7group,11,Raw + MLP,BENIGN,600,96.79358717434869,80.5,87.89808917197452
CICIDS2017-7group,11,Raw + MLP,Bot/Infiltration,598,91.20521172638436,93.64548494983278,92.4092409240924
CICIDS2017-7group,11,Raw + MLP,Brute Force,600,94.22066549912437,89.66666666666666,91.8872758326217
CICIDS2017-7group,11,Raw + MLP,DDoS,600,97.31543624161074,96.66666666666669,96.98996655518395
CICIDS2017-7group,11,Raw + MLP,DoS,600,90.40247678018576,97.33333333333334,93.73996789727128
CICIDS2017-7group,11,Raw + MLP,PortScan,600,87.91208791208791,93.33333333333331,90.54163298302343
CICIDS2017-7group,11,Raw + MLP,Web Attack,202,78.48101265822784,92.07920792079209,84.73804100227791
CICIDS2017-7group,11,Gated AE-T without focal,BENIGN,600,95.1271186440678,74.83333333333333,83.76865671641791
CICIDS2017-7group,11,Gated AE-T without focal,Bot/Infiltration,598,89.98410174880763,94.64882943143812,92.25753871230644
CICIDS2017-7group,11,Gated AE-T without focal,Brute Force,600,91.11570247933884,73.5,81.36531365313652
CICIDS2017-7group,11,Gated AE-T without focal,DDoS,600,89.07185628742515,99.16666666666669,93.84858044164038
CICIDS2017-7group,11,Gated AE-T without focal,DoS,600,78.93217893217893,91.16666666666666,84.6094354215004
CICIDS2017-7group,11,Gated AE-T without focal,PortScan,600,90.36918138041734,93.83333333333331,92.06868356500408
CICIDS2017-7group,11,Gated AE-T without focal,Web Attack,202,80.08658008658008,91.5841584158416,85.45034642032333
CICIDS2017-7group,11,Random Forest,BENIGN,600,96.4169381107492,98.66666666666669,97.52883031301482
CICIDS2017-7group,11,Random Forest,Bot/Infiltration,598,99.66555183946488,99.66555183946488,99.66555183946488
CICIDS2017-7group,11,Random Forest,Brute Force,600,92.48366013071896,94.33333333333334,93.3993399339934
CICIDS2017-7group,11,Random Forest,DDoS,600,100.0,99.83333333333331,99.9165971643036
CICIDS2017-7group,11,Random Forest,DoS,600,99.49579831932772,98.66666666666669,99.0794979079498
CICIDS2017-7group,11,Random Forest,PortScan,600,99.5008319467554,99.66666666666669,99.58368026644465
CICIDS2017-7group,11,Random Forest,Web Attack,202,82.32044198895028,73.76237623762376,77.80678851174935
CICIDS2017-7group,22,Raw+AE concat + MLP,BENIGN,600,95.28688524590164,77.5,85.47794117647058
CICIDS2017-7group,22,Raw+AE concat + MLP,Bot/Infiltration,598,84.29878048780488,92.47491638795988,88.19776714513556
CICIDS2017-7group,22,Raw+AE concat + MLP,Brute Force,600,91.82608695652172,88.0,89.87234042553192
CICIDS2017-7group,22,Raw+AE concat + MLP,DDoS,600,98.65319865319864,97.66666666666669,98.1574539363484
CICIDS2017-7group,22,Raw+AE concat + MLP,DoS,600,91.26365054602184,97.5,94.27880741337631
CICIDS2017-7group,22,Raw+AE concat + MLP,PortScan,600,88.85191347753744,89.0,88.92589508742714
CICIDS2017-7group,22,Raw+AE concat + MLP,Web Attack,202,77.55102040816327,94.05940594059405,85.01118568232661
CICIDS2017-7group,22,Raw+AE Transformer (optimized protocol),BENIGN,600,40.84278768233388,42.0,41.41331142152835
CICIDS2017-7group,22,Raw+AE Transformer (optimized protocol),Bot/Infiltration,598,54.409769335142464,67.05685618729098,60.0749063670412
CICIDS2017-7group,22,Raw+AE Transformer (optimized protocol),Brute Force,600,83.26996197718631,36.5,50.7531865585168
CICIDS2017-7group,22,Raw+AE Transformer (optimized protocol),DDoS,600,90.06772009029346,66.5,76.51006711409396
CICIDS2017-7group,22,Raw+AE Transformer (optimized protocol),DoS,600,60.050251256281406,79.66666666666666,68.48137535816619
CICIDS2017-7group,22,Raw+AE Transformer (optimized protocol),PortScan,600,50.47169811320755,53.5,51.94174757281553
CICIDS2017-7group,22,Raw+AE Transformer (optimized protocol),Web Attack,202,59.41558441558441,90.5940594059406,71.76470588235294
CICIDS2017-7group,22,XGBoost,BENIGN,600,98.34437086092716,99.0,98.67109634551495
CICIDS2017-7group,22,XGBoost,Bot/Infiltration,598,99.4991652754591,99.66555183946488,99.58228905597326
CICIDS2017-7group,22,XGBoost,Brute Force,600,94.91525423728814,93.33333333333331,94.11764705882352
CICIDS2017-7group,22,XGBoost,DDoS,600,100.0,100.0,100.0
CICIDS2017-7group,22,XGBoost,DoS,600,99.83108108108108,98.5,99.16107382550337
CICIDS2017-7group,22,XGBoost,PortScan,600,100.0,99.16666666666669,99.581589958159
CICIDS2017-7group,22,XGBoost,Web Attack,202,80.9090909090909,88.11881188118812,84.36018957345972
CICIDS2017-7group,22,Optimized Raw Transformer,BENIGN,600,50.63291139240506,26.666666666666668,34.93449781659388
CICIDS2017-7group,22,Optimized Raw Transformer,Bot/Infiltration,598,73.44753747323341,57.35785953177257,64.4131455399061
CICIDS2017-7group,22,Optimized Raw Transformer,Brute Force,600,65.77344701583435,90.0,76.00281491907108
CICIDS2017-7group,22,Optimized Raw Transformer,DDoS,600,53.10274669379452,87.0,65.95072646873025
CICIDS2017-7group,22,Optimized Raw Transformer,DoS,600,85.03521126760563,80.5,82.7054794520548
CICIDS2017-7group,22,Optimized Raw Transformer,PortScan,600,84.05405405405405,51.83333333333333,64.12371134020619
CICIDS2017-7group,22,Optimized Raw Transformer,Web Attack,202,70.9090909090909,96.53465346534654,81.76100628930818
CICIDS2017-7group,22,AE latent + MLP,BENIGN,600,94.34697855750488,80.66666666666666,86.97214734950583
CICIDS2017-7group,22,AE latent + MLP,Bot/Infiltration,598,89.07014681892332,91.30434782608695,90.17341040462428
CICIDS2017-7group,22,AE latent + MLP,Brute Force,600,91.86851211072664,88.5,90.15280135823429
CICIDS2017-7group,22,AE latent + MLP,DDoS,600,97.8297161936561,97.66666666666669,97.74812343619683
CICIDS2017-7group,22,AE latent + MLP,DoS,600,93.23671497584542,96.5,94.84029484029485
CICIDS2017-7group,22,AE latent + MLP,PortScan,600,87.5,92.16666666666666,89.77272727272727
CICIDS2017-7group,22,AE latent + MLP,Web Attack,202,77.8688524590164,94.05940594059405,85.20179372197309
CICIDS2017-7group,22,Optimized Gated AE-T,BENIGN,600,96.06879606879608,65.16666666666666,77.65640516385302
CICIDS2017-7group,22,Optimized Gated AE-T,Bot/Infiltration,598,80.23774145616642,90.3010033444816,84.97246262785208
CICIDS2017-7group,22,Optimized Gated AE-T,Brute Force,600,69.9865410497981,86.66666666666667,77.4385703648548
CICIDS2017-7group,22,Optimized Gated AE-T,DDoS,600,96.61654135338344,85.66666666666667,90.81272084805654
CICIDS2017-7group,22,Optimized Gated AE-T,DoS,600,83.93501805054152,77.5,80.58925476603119
CICIDS2017-7group,22,Optimized Gated AE-T,PortScan,600,86.11570247933884,86.83333333333333,86.47302904564316
CICIDS2017-7group,22,Optimized Gated AE-T,Web Attack,202,67.13286713286713,95.04950495049503,78.68852459016394
CICIDS2017-7group,22,Raw + MLP,BENIGN,600,95.45454545454544,80.5,87.34177215189874
CICIDS2017-7group,22,Raw + MLP,Bot/Infiltration,598,88.39427662957074,92.97658862876254,90.62754686226567
CICIDS2017-7group,22,Raw + MLP,Brute Force,600,92.16354344122658,90.16666666666666,91.1541701769166
CICIDS2017-7group,22,Raw + MLP,DDoS,600,98.8155668358714,97.33333333333334,98.0688497061293
CICIDS2017-7group,22,Raw + MLP,DoS,600,90.58641975308642,97.83333333333334,94.07051282051282
CICIDS2017-7group,22,Raw + MLP,PortScan,600,91.26050420168067,90.5,90.8786610878661
CICIDS2017-7group,22,Raw + MLP,Web Attack,202,77.8688524590164,94.05940594059405,85.20179372197309
CICIDS2017-7group,22,Gated AE-T without focal,BENIGN,600,90.88937093275489,69.83333333333334,78.98209236569275
CICIDS2017-7group,22,Gated AE-T without focal,Bot/Infiltration,598,86.16352201257862,91.63879598662209,88.81685575364668
CICIDS2017-7group,22,Gated AE-T without focal,Brute Force,600,84.32122370936902,73.5,78.53962600178095
CICIDS2017-7group,22,Gated AE-T without focal,DDoS,600,94.51612903225806,97.66666666666669,96.0655737704918
CICIDS2017-7group,22,Gated AE-T without focal,DoS,600,84.65266558966074,87.33333333333333,85.97210828547989
CICIDS2017-7group,22,Gated AE-T without focal,PortScan,600,81.22332859174965,95.16666666666669,87.6438986953185
CICIDS2017-7group,22,Gated AE-T without focal,Web Attack,202,77.31092436974791,91.0891089108911,83.63636363636363
CICIDS2017-7group,22,Random Forest,BENIGN,600,95.88815789473684,97.16666666666669,96.52317880794702
CICIDS2017-7group,22,Random Forest,Bot/Infiltration,598,99.32659932659934,98.66220735785951,98.99328859060402
CICIDS2017-7group,22,Random Forest,Brute Force,600,95.41595925297112,93.66666666666669,94.5332211942809
CICIDS2017-7group,22,Random Forest,DDoS,600,100.0,100.0,100.0
CICIDS2017-7group,22,Random Forest,DoS,600,98.17275747508306,98.5,98.33610648918469
CICIDS2017-7group,22,Random Forest,PortScan,600,100.0,99.5,99.74937343358395
CICIDS2017-7group,22,Random Forest,Web Attack,202,82.85714285714286,86.13861386138613,84.46601941747572
CICIDS2017-7group,55,Raw+AE concat + MLP,BENIGN,600,88.97338403041825,78.0,83.12611012433393
CICIDS2017-7group,55,Raw+AE concat + MLP,Bot/Infiltration,598,88.33865814696486,92.47491638795988,90.359477124183
CICIDS2017-7group,55,Raw+AE concat + MLP,Brute Force,600,93.65942028985508,86.16666666666667,89.75694444444444
CICIDS2017-7group,55,Raw+AE concat + MLP,DDoS,600,98.44559585492227,95.0,96.69211195928752
CICIDS2017-7group,55,Raw+AE concat + MLP,DoS,600,87.68,91.33333333333331,89.46938775510203
CICIDS2017-7group,55,Raw+AE concat + MLP,PortScan,600,85.21341463414635,93.16666666666666,89.01273885350318
CICIDS2017-7group,55,Raw+AE concat + MLP,Web Attack,202,79.23728813559322,92.57425742574256,85.38812785388129
CICIDS2017-7group,55,Raw+AE Transformer (optimized protocol),BENIGN,600,74.43298969072166,60.16666666666667,66.54377880184332
CICIDS2017-7group,55,Raw+AE Transformer (optimized protocol),Bot/Infiltration,598,71.40921409214093,88.12709030100334,78.89221556886228
CICIDS2017-7group,55,Raw+AE Transformer (optimized protocol),Brute Force,600,73.24561403508771,83.5,78.03738317757009
CICIDS2017-7group,55,Raw+AE Transformer (optimized protocol),DDoS,600,75.14204545454545,88.16666666666667,81.13496932515338
CICIDS2017-7group,55,Raw+AE Transformer (optimized protocol),DoS,600,85.16129032258064,44.0,58.02197802197803
CICIDS2017-7group,55,Raw+AE Transformer (optimized protocol),PortScan,600,91.4332784184514,92.5,91.96354598177298
CICIDS2017-7group,55,Raw+AE Transformer (optimized protocol),Web Attack,202,68.01470588235294,91.5841584158416,78.05907172995781
CICIDS2017-7group,55,XGBoost,BENIGN,600,99.15682967959528,98.0,98.57502095557416
CICIDS2017-7group,55,XGBoost,Bot/Infiltration,598,98.83527454242927,99.33110367892976,99.08256880733946
CICIDS2017-7group,55,XGBoost,Brute Force,600,94.15692821368948,94.0,94.07839866555464
CICIDS2017-7group,55,XGBoost,DDoS,600,99.83361064891848,100.0,99.91673605328891
CICIDS2017-7group,55,XGBoost,DoS,600,99.17218543046356,99.83333333333331,99.5016611295681
CICIDS2017-7group,55,XGBoost,PortScan,600,99.83136593591904,98.66666666666669,99.24559932942162
CICIDS2017-7group,55,XGBoost,Web Attack,202,83.25358851674642,86.13861386138613,84.67153284671532
CICIDS2017-7group,55,Optimized Raw Transformer,BENIGN,600,58.6,48.833333333333336,53.27272727272727
CICIDS2017-7group,55,Optimized Raw Transformer,Bot/Infiltration,598,78.82352941176471,89.63210702341136,83.8810641627543
CICIDS2017-7group,55,Optimized Raw Transformer,Brute Force,600,64.32664756446992,74.83333333333333,69.18335901386749
CICIDS2017-7group,55,Optimized Raw Transformer,DDoS,600,85.26315789473684,67.5,75.34883720930232
CICIDS2017-7group,55,Optimized Raw Transformer,DoS,600,88.84540117416829,75.66666666666667,81.72817281728173
CICIDS2017-7group,55,Optimized Raw Transformer,PortScan,600,76.95590327169275,90.16666666666666,83.03914044512663
CICIDS2017-7group,55,Optimized Raw Transformer,Web Attack,202,80.25751072961373,92.57425742574256,85.97701149425288
CICIDS2017-7group,55,AE latent + MLP,BENIGN,600,81.01045296167247,77.5,79.21635434412265
CICIDS2017-7group,55,AE latent + MLP,Bot/Infiltration,598,85.202492211838,91.47157190635453,88.2258064516129
CICIDS2017-7group,55,AE latent + MLP,Brute Force,600,89.00343642611683,86.33333333333333,87.64805414551607
CICIDS2017-7group,55,AE latent + MLP,DDoS,600,97.75474956822109,94.33333333333334,96.01357082273113
CICIDS2017-7group,55,AE latent + MLP,DoS,600,92.15686274509804,86.16666666666667,89.06115417743324
CICIDS2017-7group,55,AE latent + MLP,PortScan,600,85.92,89.5,87.6734693877551
CICIDS2017-7group,55,AE latent + MLP,Web Attack,202,78.90295358649789,92.57425742574256,85.19362186788155
CICIDS2017-7group,55,Optimized Gated AE-T,BENIGN,600,87.84648187633263,68.66666666666667,77.08138447146867
CICIDS2017-7group,55,Optimized Gated AE-T,Bot/Infiltration,598,72.69021739130434,89.4648829431438,80.20989505247377
CICIDS2017-7group,55,Optimized Gated AE-T,Brute Force,600,91.90140845070422,87.0,89.38356164383562
CICIDS2017-7group,55,Optimized Gated AE-T,DDoS,600,97.94168096054888,95.16666666666669,96.53423499577346
CICIDS2017-7group,55,Optimized Gated AE-T,DoS,600,88.94080996884736,95.16666666666669,91.94847020933976
CICIDS2017-7group,55,Optimized Gated AE-T,PortScan,600,87.24584103512015,78.66666666666666,82.73444347063979
CICIDS2017-7group,55,Optimized Gated AE-T,Web Attack,202,74.71264367816092,96.53465346534654,84.23326133909286
CICIDS2017-7group,55,Raw + MLP,BENIGN,600,91.4018691588785,81.5,86.16740088105726
CICIDS2017-7group,55,Raw + MLP,Bot/Infiltration,598,91.0,91.30434782608695,91.15191986644408
CICIDS2017-7group,55,Raw + MLP,Brute Force,600,91.75084175084174,90.83333333333331,91.28978224455612
CICIDS2017-7group,55,Raw + MLP,DDoS,600,98.12925170068029,96.16666666666669,97.13804713804711
CICIDS2017-7group,55,Raw + MLP,DoS,600,90.7936507936508,95.33333333333334,93.0081300813008
CICIDS2017-7group,55,Raw + MLP,PortScan,600,89.28571428571429,91.66666666666666,90.46052631578948
CICIDS2017-7group,55,Raw + MLP,Web Attack,202,78.90295358649789,92.57425742574256,85.19362186788155
CICIDS2017-7group,55,Gated AE-T without focal,BENIGN,600,81.90127970749543,74.66666666666667,78.11682650392328
CICIDS2017-7group,55,Gated AE-T without focal,Bot/Infiltration,598,88.3248730964467,87.29096989966555,87.8048780487805
CICIDS2017-7group,55,Gated AE-T without focal,Brute Force,600,89.35018050541517,82.5,85.78856152512998
CICIDS2017-7group,55,Gated AE-T without focal,DDoS,600,95.03311258278146,95.66666666666669,95.34883720930232
CICIDS2017-7group,55,Gated AE-T without focal,DoS,600,91.98036006546644,93.66666666666669,92.81585466556564
CICIDS2017-7group,55,Gated AE-T without focal,PortScan,600,86.49468892261002,95.0,90.54805401111994
CICIDS2017-7group,55,Gated AE-T without focal,Web Attack,202,79.05982905982906,91.5841584158416,84.86238532110092
CICIDS2017-7group,55,Random Forest,BENIGN,600,98.49498327759196,98.16666666666669,98.330550918197
CICIDS2017-7group,55,Random Forest,Bot/Infiltration,598,98.67109634551495,99.33110367892976,99.0
CICIDS2017-7group,55,Random Forest,Brute Force,600,94.5364238410596,95.16666666666669,94.85049833887044
CICIDS2017-7group,55,Random Forest,DDoS,600,99.83361064891848,100.0,99.91673605328891
CICIDS2017-7group,55,Random Forest,DoS,600,99.33554817275748,99.66666666666669,99.5008319467554
CICIDS2017-7group,55,Random Forest,PortScan,600,99.8330550918197,99.66666666666669,99.74979149291076
CICIDS2017-7group,55,Random Forest,Web Attack,202,86.5979381443299,83.16831683168317,84.84848484848484
